Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","202","South Africa","5312","Area harvested","571","Mangoes, mangosteens, guavas","2018","2018","ha","4091","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","202","South Africa","5312","Area harvested","568","Melons, other (inc.cantaloupes)","2018","2018","ha","2195","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","202","South Africa","5312","Area harvested","79","Millet","2018","2018","ha","12895","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","202","South Africa","5312","Area harvested","234","Nuts nes","2018","2018","ha","14716","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","202","South Africa","5312","Area harvested","75","Oats","2018","2018","ha","19235","","Official data"
"QCL","Crops and livestock products","202","South Africa","5312","Area harvested","339","Oilseeds nes","2018","2018","ha","5631","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","202","South Africa","5312","Area harvested","403","Onions, dry","2018","2018","ha","29834","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","202","South Africa","5312","Area harvested","490","Oranges","2018","2018","ha","43090","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","202","South Africa","5312","Area harvested","600","Papayas","2018","2018","ha","1425","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","202","South Africa","5312","Area harvested","534","Peaches and nectarines","2018","2018","ha","8498","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","202","South Africa","5312","Area harvested","521","Pears","2018","2018","ha","11319","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","202","South Africa","5312","Area harvested","187","Peas, dry","2018","2018","ha","883","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","202","South Africa","5312","Area harvested","417","Peas, green","2018","2018","ha","2086","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","202","South Africa","5312","Area harvested","574","Pineapples","2018","2018","ha","9050","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","202","South Africa","5312","Area harvested","536","Plums and sloes","2018","2018","ha","8665","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","202","South Africa","5312","Area harvested","116","Potatoes","2018","2018","ha","67116","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","202","South Africa","5312","Area harvested","394","Pumpkins, squash and gourds","2018","2018","ha","30610","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","202","South Africa","5312","Area harvested","523","Quinces","2018","2018","ha","35","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","202","South Africa","5312","Area harvested","270","Rapeseed","2018","2018","ha","77000","","Official data"
"QCL","Crops and livestock products","202","South Africa","5312","Area harvested","27","Rice, paddy","2018","2018","ha","1109","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","202","South Africa","5312","Area harvested","71","Rye","2018","2018","ha","1749","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","202","South Africa","5312","Area harvested","328","Seed cotton","2018","2018","ha","37000","","Official data"
"QCL","Crops and livestock products","202","South Africa","5312","Area harvested","789","Sisal","2018","2018","ha","1928","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","202","South Africa","5312","Area harvested","83","Sorghum","2018","2018","ha","28800","","Official data"
"QCL","Crops and livestock products","202","South Africa","5312","Area harvested","236","Soybeans","2018","2018","ha","787200","","Official data"
"QCL","Crops and livestock products","202","South Africa","5312","Area harvested","544","Strawberries","2018","2018","ha","760","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","202","South Africa","5312","Area harvested","156","Sugar cane","2018","2018","ha","275159","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","202","South Africa","5312","Area harvested","267","Sunflower seed","2018","2018","ha","601500","","Official data"
"QCL","Crops and livestock products","202","South Africa","5312","Area harvested","122","Sweet potatoes","2018","2018","ha","30849","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","202","South Africa","5312","Area harvested","495","Tangerines, mandarins, clementines, satsumas","2018","2018","ha","6172","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","202","South Africa","5312","Area harvested","667","Tea","2018","2018","ha","1046","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","202","South Africa","5312","Area harvested","826","Tobacco, unmanufactured","2018","2018","ha","5000","","Official data"
"QCL","Crops and livestock products","202","South Africa","5312","Area harvested","388","Tomatoes","2018","2018","ha","7690","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","202","South Africa","5312","Area harvested","463","Vegetables, fresh nes","2018","2018","ha","13701","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","202","South Africa","5312","Area harvested","567","Watermelons","2018","2018","ha","4739","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","202","South Africa","5312","Area harvested","15","Wheat","2018","2018","ha","503350","","Official data"
"QCL","Crops and livestock products","277","South Sudan","5312","Area harvested","486","Bananas","2018","2018","ha","","M","Data not available"
"QCL","Crops and livestock products","277","South Sudan","5312","Area harvested","176","Beans, dry","2018","2018","ha","1182","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","277","South Sudan","5312","Area harvested","414","Beans, green","2018","2018","ha","234","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","277","South Sudan","5312","Area harvested","181","Broad beans, horse beans, dry","2018","2018","ha","","M","Data not available"
"QCL","Crops and livestock products","277","South Sudan","5312","Area harvested","358","Cabbages and other brassicas","2018","2018","ha","","M","Data not available"
"QCL","Crops and livestock products","277","South Sudan","5312","Area harvested","426","Carrots and turnips","2018","2018","ha","","M","Data not available"
"QCL","Crops and livestock products","277","South Sudan","5312","Area harvested","125","Cassava","2018","2018","ha","85048","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","277","South Sudan","5312","Area harvested","265","Castor oil seed","2018","2018","ha","","M","Data not available"
"QCL","Crops and livestock products","277","South Sudan","5312","Area harvested","393","Cauliflowers and broccoli","2018","2018","ha","","M","Data not available"
"QCL","Crops and livestock products","277","South Sudan","5312","Area harvested","191","Chick peas","2018","2018","ha","","M","Data not available"
"QCL","Crops and livestock products","277","South Sudan","5312","Area harvested","689","Chillies and peppers, dry","2018","2018","ha","4193","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","277","South Sudan","5312","Area harvested","401","Chillies and peppers, green","2018","2018","ha","","M","Data not available"
"QCL","Crops and livestock products","277","South Sudan","5312","Area harvested","195","Cow peas, dry","2018","2018","ha","","M","Data not available"
"QCL","Crops and livestock products","277","South Sudan","5312","Area harvested","397","Cucumbers and gherkins","2018","2018","ha","","M","Data not available"
"QCL","Crops and livestock products","277","South Sudan","5312","Area harvested","577","Dates","2018","2018","ha","","M","Data not available"
"QCL","Crops and livestock products","277","South Sudan","5312","Area harvested","399","Eggplants (aubergines)","2018","2018","ha","","M","Data not available"
"QCL","Crops and livestock products","277","South Sudan","5312","Area harvested","619","Fruit, fresh nes","2018","2018","ha","64889","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","277","South Sudan","5312","Area harvested","603","Fruit, tropical fresh nes","2018","2018","ha","11447","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","277","South Sudan","5312","Area harvested","406","Garlic","2018","2018","ha","","M","Data not available"
"QCL","Crops and livestock products","277","South Sudan","5312","Area harvested","507","Grapefruit (inc. pomelos)","2018","2018","ha","","M","Data not available"
"QCL","Crops and livestock products","277","South Sudan","5312","Area harvested","242","Groundnuts, with shell","2018","2018","ha","115687","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","277","South Sudan","5312","Area harvested","780","Jute","2018","2018","ha","","M","Data not available"
"QCL","Crops and livestock products","277","South Sudan","5312","Area harvested","497","Lemons and limes","2018","2018","ha","","M","Data not available"
"QCL","Crops and livestock products","277","South Sudan","5312","Area harvested","56","Maize","2018","2018","ha","106039","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","277","South Sudan","5312","Area harvested","571","Mangoes, mangosteens, guavas","2018","2018","ha","","M","Data not available"
"QCL","Crops and livestock products","277","South Sudan","5312","Area harvested","568","Melons, other (inc.cantaloupes)","2018","2018","ha","2352","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","277","South Sudan","5312","Area harvested","299","Melonseed","2018","2018","ha","35252","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","277","South Sudan","5312","Area harvested","79","Millet","2018","2018","ha","3428","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","277","South Sudan","5312","Area harvested","339","Oilseeds nes","2018","2018","ha","","M","Data not available"
"QCL","Crops and livestock products","277","South Sudan","5312","Area harvested","430","Okra","2018","2018","ha","","M","Data not available"
"QCL","Crops and livestock products","277","South Sudan","5312","Area harvested","403","Onions, dry","2018","2018","ha","","M","Data not available"
"QCL","Crops and livestock products","277","South Sudan","5312","Area harvested","402","Onions, shallots, green","2018","2018","ha","","M","Data not available"
"QCL","Crops and livestock products","277","South Sudan","5312","Area harvested","490","Oranges","2018","2018","ha","","M","Data not available"
"QCL","Crops and livestock products","277","South Sudan","5312","Area harvested","417","Peas, green","2018","2018","ha","","M","Data not available"
"QCL","Crops and livestock products","277","South Sudan","5312","Area harvested","574","Pineapples","2018","2018","ha","1100","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","277","South Sudan","5312","Area harvested","116","Potatoes","2018","2018","ha","","M","Data not available"
"QCL","Crops and livestock products","277","South Sudan","5312","Area harvested","211","Pulses nes","2018","2018","ha","35992","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","277","South Sudan","5312","Area harvested","394","Pumpkins, squash and gourds","2018","2018","ha","4315","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","277","South Sudan","5312","Area harvested","27","Rice, paddy","2018","2018","ha","","M","Data not available"
"QCL","Crops and livestock products","277","South Sudan","5312","Area harvested","328","Seed cotton","2018","2018","ha","","M","Data not available"
"QCL","Crops and livestock products","277","South Sudan","5312","Area harvested","289","Sesame seed","2018","2018","ha","600948","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","277","South Sudan","5312","Area harvested","83","Sorghum","2018","2018","ha","527162","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","277","South Sudan","5312","Area harvested","156","Sugar cane","2018","2018","ha","","M","Data not available"
"QCL","Crops and livestock products","277","South Sudan","5312","Area harvested","267","Sunflower seed","2018","2018","ha","30989","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","277","South Sudan","5312","Area harvested","122","Sweet potatoes","2018","2018","ha","","M","Data not available"
"QCL","Crops and livestock products","277","South Sudan","5312","Area harvested","495","Tangerines, mandarins, clementines, satsumas","2018","2018","ha","1830","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","277","South Sudan","5312","Area harvested","388","Tomatoes","2018","2018","ha","","M","Data not available"
"QCL","Crops and livestock products","277","South Sudan","5312","Area harvested","463","Vegetables, fresh nes","2018","2018","ha","54393","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","277","South Sudan","5312","Area harvested","567","Watermelons","2018","2018","ha","","M","Data not available"
"QCL","Crops and livestock products","277","South Sudan","5312","Area harvested","15","Wheat","2018","2018","ha","","M","Data not available"
"QCL","Crops and livestock products","277","South Sudan","5312","Area harvested","137","Yams","2018","2018","ha","21072","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","221","Almonds, with shell","2018","2018","ha","657770","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","711","Anise, badian, fennel, coriander","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","515","Apples","2018","2018","ha","29930","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","526","Apricots","2018","2018","ha","20570","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","366","Artichokes","2018","2018","ha","15580","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","367","Asparagus","2018","2018","ha","14690","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","572","Avocados","2018","2018","ha","12160","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","486","Bananas","2018","2018","ha","9090","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","44","Barley","2018","2018","ha","2569460","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","782","Bastfibres, other","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","176","Beans, dry","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","414","Beans, green","2018","2018","ha","7890","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","558","Berries nes","2018","2018","ha","270","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","552","Blueberries","2018","2018","ha","3720","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","181","Broad beans, horse beans, dry","2018","2018","ha","23230","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","358","Cabbages and other brassicas","2018","2018","ha","6550","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","101","Canary seed","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","461","Carobs","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","426","Carrots and turnips","2018","2018","ha","6550","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","393","Cauliflowers and broccoli","2018","2018","ha","40440","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","108","Cereals nes","2018","2018","ha","6670","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","531","Cherries","2018","2018","ha","27370","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","530","Cherries, sour","2018","2018","ha","130","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","220","Chestnut","2018","2018","ha","36680","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","191","Chick peas","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","459","Chicory roots","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","689","Chillies and peppers, dry","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","401","Chillies and peppers, green","2018","2018","ha","20580","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","656","Coffee, green","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","554","Cranberries","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","397","Cucumbers and gherkins","2018","2018","ha","7500","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","550","Currants","2018","2018","ha","20","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","577","Dates","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","399","Eggplants (aubergines)","2018","2018","ha","3620","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","569","Figs","2018","2018","ha","13980","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","773","Flax fibre and tow","2018","2018","ha","0","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","512","Fruit, citrus nes","2018","2018","ha","1130","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","619","Fruit, fresh nes","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","542","Fruit, pome nes","2018","2018","ha","3630","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","541","Fruit, stone nes","2018","2018","ha","500","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","603","Fruit, tropical fresh nes","2018","2018","ha","34390","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","406","Garlic","2018","2018","ha","28430","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","549","Gooseberries","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","103","Grain, mixed","2018","2018","ha","48610","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","507","Grapefruit (inc. pomelos)","2018","2018","ha","2240","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","560","Grapes","2018","2018","ha","939920","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","242","Groundnuts, with shell","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","225","Hazelnuts, with shell","2018","2018","ha","13510","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","777","Hemp tow waste","2018","2018","ha","140","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","336","Hempseed","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","677","Hops","2018","2018","ha","570","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","592","Kiwi fruit","2018","2018","ha","1470","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","407","Leeks, other alliaceous vegetables","2018","2018","ha","2850","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","497","Lemons and limes","2018","2018","ha","46010","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","201","Lentils","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","372","Lettuce and chicory","2018","2018","ha","33870","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","333","Linseed","2018","2018","ha","0","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","210","Lupins","2018","2018","ha","2980","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","56","Maize","2018","2018","ha","322370","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","568","Melons, other (inc.cantaloupes)","2018","2018","ha","19030","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","79","Millet","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","449","Mushrooms and truffles","2018","2018","ha","550","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","234","Nuts nes","2018","2018","ha","29390","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","75","Oats","2018","2018","ha","556500","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","339","Oilseeds nes","2018","2018","ha","24230","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","260","Olives","2018","2018","ha","2579000","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","403","Onions, dry","2018","2018","ha","24390","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","402","Onions, shallots, green","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","490","Oranges","2018","2018","ha","139630","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","534","Peaches and nectarines","2018","2018","ha","80310","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","521","Pears","2018","2018","ha","21330","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","187","Peas, dry","2018","2018","ha","149020","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","417","Peas, green","2018","2018","ha","13830","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","748","Peppermint","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","587","Persimmons","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","223","Pistachios","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","536","Plums and sloes","2018","2018","ha","14640","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","296","Poppy seed","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","116","Potatoes","2018","2018","ha","67490","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","211","Pulses nes","2018","2018","ha","297690","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","394","Pumpkins, squash and gourds","2018","2018","ha","15160","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","754","Pyrethrum, dried","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","523","Quinces","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","270","Rapeseed","2018","2018","ha","78530","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","547","Raspberries","2018","2018","ha","2570","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","27","Rice, paddy","2018","2018","ha","105010","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","149","Roots and tubers nes","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","71","Rye","2018","2018","ha","136250","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","280","Safflower seed","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","328","Seed cotton","2018","2018","ha","65121","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","83","Sorghum","2018","2018","ha","5970","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","236","Soybeans","2018","2018","ha","1480","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","723","Spices nes","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","373","Spinach","2018","2018","ha","4500","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","544","Strawberries","2018","2018","ha","7030","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","157","Sugar beet","2018","2018","ha","35300","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","156","Sugar cane","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","267","Sunflower seed","2018","2018","ha","691280","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","122","Sweet potatoes","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","495","Tangerines, mandarins, clementines, satsumas","2018","2018","ha","108610","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","826","Tobacco, unmanufactured","2018","2018","ha","8510","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","388","Tomatoes","2018","2018","ha","56130","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","97","Triticale","2018","2018","ha","213090","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","463","Vegetables, fresh nes","2018","2018","ha","4560","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","420","Vegetables, leguminous nes","2018","2018","ha","5980","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","205","Vetches","2018","2018","ha","","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","222","Walnuts, with shell","2018","2018","ha","11000","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","567","Watermelons","2018","2018","ha","20400","","Official data"
"QCL","Crops and livestock products","203","Spain","5312","Area harvested","15","Wheat","2018","2018","ha","2063680","","Official data"
"QCL","Crops and livestock products","38","Sri Lanka","5312","Area harvested","226","Areca nuts","2018","2018","ha","17877","","Official data"
"QCL","Crops and livestock products","38","Sri Lanka","5312","Area harvested","572","Avocados","2018","2018","ha","3213","","Official data"
"QCL","Crops and livestock products","38","Sri Lanka","5312","Area harvested","176","Beans, dry","2018","2018","ha","5842","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","38","Sri Lanka","5312","Area harvested","414","Beans, green","2018","2018","ha","7345","","Official data"
"QCL","Crops and livestock products","38","Sri Lanka","5312","Area harvested","358","Cabbages and other brassicas","2018","2018","ha","4202","","Official data"
"QCL","Crops and livestock products","38","Sri Lanka","5312","Area harvested","426","Carrots and turnips","2018","2018","ha","3125","","Official data"
"QCL","Crops and livestock products","38","Sri Lanka","5312","Area harvested","217","Cashew nuts, with shell","2018","2018","ha","17005","","Official data"
"QCL","Crops and livestock products","38","Sri Lanka","5312","Area harvested","125","Cassava","2018","2018","ha","22360","","Official data"
"QCL","Crops and livestock products","38","Sri Lanka","5312","Area harvested","401","Chillies and peppers, green","2018","2018","ha","13553","","Official data"
"QCL","Crops and livestock products","38","Sri Lanka","5312","Area harvested","693","Cinnamon (cannella)","2018","2018","ha","33094","","Official data"
"QCL","Crops and livestock products","38","Sri Lanka","5312","Area harvested","698","Cloves","2018","2018","ha","6354","","Official data"
"QCL","Crops and livestock products","38","Sri Lanka","5312","Area harvested","661","Cocoa, beans","2018","2018","ha","2225","","Official data"
"QCL","Crops and livestock products","38","Sri Lanka","5312","Area harvested","249","Coconuts","2018","2018","ha","455330","","Official data"
"QCL","Crops and livestock products","38","Sri Lanka","5312","Area harvested","656","Coffee, green","2018","2018","ha","7005","","Official data"
"QCL","Crops and livestock products","38","Sri Lanka","5312","Area harvested","195","Cow peas, dry","2018","2018","ha","9499","","Official data"
"QCL","Crops and livestock products","38","Sri Lanka","5312","Area harvested","397","Cucumbers and gherkins","2018","2018","ha","3731","","Official data"
"QCL","Crops and livestock products","38","Sri Lanka","5312","Area harvested","399","Eggplants (aubergines)","2018","2018","ha","10834","","Official data"
"QCL","Crops and livestock products","38","Sri Lanka","5312","Area harvested","619","Fruit, fresh nes","2018","2018","ha","10770","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","38","Sri Lanka","5312","Area harvested","720","Ginger","2018","2018","ha","1999","","Official data"
"QCL","Crops and livestock products","38","Sri Lanka","5312","Area harvested","242","Groundnuts, with shell","2018","2018","ha","15752","","Official data"
"QCL","Crops and livestock products","38","Sri Lanka","5312","Area harvested","407","Leeks, other alliaceous vegetables","2018","2018","ha","2026","","Official data"
"QCL","Crops and livestock products","38","Sri Lanka","5312","Area harvested","497","Lemons and limes","2018","2018","ha","10094","","Official data"
"QCL","Crops and livestock products","38","Sri Lanka","5312","Area harvested","56","Maize","2018","2018","ha","70895","","Official data"
"QCL","Crops and livestock products","38","Sri Lanka","5312","Area harvested","571","Mangoes, mangosteens, guavas","2018","2018","ha","30313","","Official data"
"QCL","Crops and livestock products","38","Sri Lanka","5312","Area harvested","79","Millet","2018","2018","ha","53","","Official data"
"QCL","Crops and livestock products","38","Sri Lanka","5312","Area harvested","292","Mustard seed","2018","2018","ha","235","","Official data"
"QCL","Crops and livestock products","38","Sri Lanka","5312","Area harvested","702","Nutmeg, mace and cardamoms","2018","2018","ha","3373","","Official data"
"QCL","Crops and livestock products","38","Sri Lanka","5312","Area harvested","403","Onions, dry","2018","2018","ha","5492","","Official data"
"QCL","Crops and livestock products","38","Sri Lanka","5312","Area harvested","490","Oranges","2018","2018","ha","6840","","Official data"
"QCL","Crops and livestock products","38","Sri Lanka","5312","Area harvested","687","Pepper (piper spp.)","2018","2018","ha","43508","","Official data"
"QCL","Crops and livestock products","38","Sri Lanka","5312","Area harvested","574","Pineapples","2018","2018","ha","5543","","Official data"
"QCL","Crops and livestock products","38","Sri Lanka","5312","Area harvested","489","Plantains and others","2018","2018","ha","45499","","Official data"
"QCL","Crops and livestock products","38","Sri Lanka","5312","Area harvested","116","Potatoes","2018","2018","ha","5174","","Official data"
"QCL","Crops and livestock products","38","Sri Lanka","5312","Area harvested","394","Pumpkins, squash and gourds","2018","2018","ha","8469","","Official data"
